2026-03-08 15:56:40.441 [pool-1-thread-41] DEBUG rj.highlink.service.impl.ShortLinkServiceImpl-缓存命中 - shortCode: 2pZXeYRq9Zm, longUrl: https://www.example.com/redirect-high-test
2026-03-08 16:04:23.168 [pool-1-thread-6] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.168 [pool-1-thread-24] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.168 [pool-1-thread-29] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd37miQ
2026-03-08 16:04:23.168 [pool-1-thread-18] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.168 [pool-1-thread-21] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1062, shortCode=2pZXNd5o9lm, longUrl=https://www.load-test--1772957063150-277.com, urlHash=6b5c0be82873336b61f330f02828843f, status=1, expireTime=2026-03-15T16:04:23.150853900, createTime=2026-03-08T16:04:23.163224200, updateTime=2026-03-08T16:04:23.163224200)
2026-03-08 16:04:23.168 [pool-1-thread-3] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.170 [pool-1-thread-9] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd3Y9H3
2026-03-08 16:04:23.170 [pool-1-thread-11] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.170 [pool-1-thread-45] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.170 [pool-1-thread-7] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd3GyyY
2026-03-08 16:04:23.171 [pool-1-thread-39] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.171 [pool-1-thread-14] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.172 [pool-1-thread-4] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.171 [pool-1-thread-40] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.171 [pool-1-thread-25] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1063, shortCode=2pZXNd5XlBu, longUrl=https://www.load-test--1772957063152-280.com, urlHash=2470967ecc25adbaf1ae25659a6c9140, status=1, expireTime=2026-03-15T16:04:23.152864800, createTime=2026-03-08T16:04:23.164431100, updateTime=2026-03-08T16:04:23.164431100)
2026-03-08 16:04:23.171 [pool-1-thread-31] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1061, shortCode=2pZXNd5o9ln, longUrl=https://www.load-test--1772957063151-278.com, urlHash=3180f8fa82cc6ff958a4fc3baffd6a5d, status=1, expireTime=2026-03-15T16:04:23.151865600, createTime=2026-03-08T16:04:23.163224200, updateTime=2026-03-08T16:04:23.163224200)
2026-03-08 16:04:23.171 [pool-1-thread-37] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1065, shortCode=2pZXNd6eWJz, longUrl=https://www.load-test--1772957063152-281.com, urlHash=2b2f4ac653ceed7260a0002368248dc6, status=1, expireTime=2026-03-15T16:04:23.152864800, createTime=2026-03-08T16:04:23.164431100, updateTime=2026-03-08T16:04:23.164431100)
2026-03-08 16:04:23.174 [pool-1-thread-43] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.174 [pool-1-thread-48] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd4fKP6
2026-03-08 16:04:23.174 [pool-1-thread-36] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd3Y9H2
2026-03-08 16:04:23.175 [pool-1-thread-27] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.175 [pool-1-thread-19] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd4xlXb
2026-03-08 16:04:23.175 [pool-1-thread-41] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd4xlXc
2026-03-08 16:04:23.175 [pool-1-thread-34] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1067, shortCode=2pZXNd6wxRC, longUrl=https://www.load-test--1772957063154-283.com, urlHash=c1fd45114a4dac73c47b0579878f82e7, status=1, expireTime=2026-03-15T16:04:23.154195700, createTime=2026-03-08T16:04:23.165498400, updateTime=2026-03-08T16:04:23.165498400)
2026-03-08 16:04:23.175 [pool-1-thread-35] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1064, shortCode=2pZXNd6eWJy, longUrl=https://www.load-test--1772957063152-279.com, urlHash=062b45f75650ed58c8ad158009ea19d0, status=1, expireTime=2026-03-15T16:04:23.152864800, createTime=2026-03-08T16:04:23.164431100, updateTime=2026-03-08T16:04:23.164431100)
2026-03-08 16:04:23.175 [pool-1-thread-23] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1066, shortCode=2pZXNd6eWJA, longUrl=https://www.load-test--1772957063152-282.com, urlHash=b1efce2bcd9ac55e5124d80e1066274b, status=1, expireTime=2026-03-15T16:04:23.152864800, createTime=2026-03-08T16:04:23.165498400, updateTime=2026-03-08T16:04:23.165498400)
2026-03-08 16:04:23.176 [pool-1-thread-2] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd4xlXa
2026-03-08 16:04:23.176 [pool-1-thread-16] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.176 [pool-1-thread-33] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.178 [pool-1-thread-46] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.178 [pool-1-thread-26] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1071, shortCode=2pZXNd6O8ZG, longUrl=https://www.load-test--1772957063156-286.com, urlHash=14a9d6484e043831c373789d3abedf36, status=1, expireTime=2026-03-15T16:04:23.156605200, createTime=2026-03-08T16:04:23.171986300, updateTime=2026-03-08T16:04:23.171986300)
2026-03-08 16:04:23.178 [pool-1-thread-22] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1072, shortCode=2pZXNd6wxRD, longUrl=https://www.load-test--1772957063155-285.com, urlHash=41211ffa396dce54265b7ba419f5bceb, status=1, expireTime=2026-03-15T16:04:23.155206800, createTime=2026-03-08T16:04:23.171986300, updateTime=2026-03-08T16:04:23.171986300)
2026-03-08 16:04:23.178 [pool-1-thread-11] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1075, shortCode=2pZXNd8e8E0, longUrl=https://www.load-test--1772957063160-293.com, urlHash=38fb1e9be233d64ea7f57ac9739c6111, status=1, expireTime=2026-03-15T16:04:23.160957100, createTime=2026-03-08T16:04:23.172987400, updateTime=2026-03-08T16:04:23.172987400)
2026-03-08 16:04:23.178 [pool-1-thread-3] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1074, shortCode=2pZXNd7EWnV, longUrl=https://www.load-test--1772957063159-291.com, urlHash=0f91a005e3d469f66df0d428a08d2f2b, status=1, expireTime=2026-03-15T16:04:23.159618100, createTime=2026-03-08T16:04:23.170988200, updateTime=2026-03-08T16:04:23.170988200)
2026-03-08 16:04:23.178 [pool-1-thread-44] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1069, shortCode=2pZXNd6O8ZH, longUrl=https://www.load-test--1772957063156-287.com, urlHash=8268d83ea5589352f436e490751bb1f5, status=1, expireTime=2026-03-15T16:04:23.156605200, createTime=2026-03-08T16:04:23.170988200, updateTime=2026-03-08T16:04:23.170988200)
2026-03-08 16:04:23.178 [pool-1-thread-20] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1073, shortCode=2pZXNd6wxRE, longUrl=https://www.load-test--1772957063154-284.com, urlHash=21432b347b8719b8684d9ef7b37354b4, status=1, expireTime=2026-03-15T16:04:23.154195700, createTime=2026-03-08T16:04:23.171986300, updateTime=2026-03-08T16:04:23.171986300)
2026-03-08 16:04:23.178 [pool-1-thread-18] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1070, shortCode=2pZXNd7EWnU, longUrl=https://www.load-test--1772957063158-290.com, urlHash=1522866e665193cf3feb57e77efe86f6, status=1, expireTime=2026-03-15T16:04:23.158618300, createTime=2026-03-08T16:04:23.171986300, updateTime=2026-03-08T16:04:23.171986300)
2026-03-08 16:04:23.179 [pool-1-thread-49] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.179 [pool-1-thread-8] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.178 [pool-1-thread-6] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1068, shortCode=2pZXNd7EWnS, longUrl=https://www.load-test--1772957063158-288.com, urlHash=fb770e4387a2b802acb175c713d0039e, status=1, expireTime=2026-03-15T16:04:23.158618300, createTime=2026-03-08T16:04:23.170988200, updateTime=2026-03-08T16:04:23.170988200)
2026-03-08 16:04:23.179 [pool-1-thread-50] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.179 [pool-1-thread-12] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.179 [pool-1-thread-30] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.180 [pool-1-thread-45] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1076, shortCode=2pZXNd8e8E1, longUrl=https://www.load-test--1772957063162-294.com, urlHash=f9564dc356b01a6b8c7090cc1ede4337, status=1, expireTime=2026-03-15T16:04:23.162211800, createTime=2026-03-08T16:04:23.172987400, updateTime=2026-03-08T16:04:23.172987400)
2026-03-08 16:04:23.180 [pool-1-thread-39] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1081, shortCode=2pZXNd8vJM4, longUrl=https://www.load-test--1772957063162-296.com, urlHash=748ea36a7105427fab7665e2fa6c2620, status=1, expireTime=2026-03-15T16:04:23.162211800, createTime=2026-03-08T16:04:23.174411500, updateTime=2026-03-08T16:04:23.174411500)
2026-03-08 16:04:23.180 [pool-1-thread-40] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1080, shortCode=2pZXNd8NkUa, longUrl=https://www.load-test--1772957063160-292.com, urlHash=741289630dae497a5df50ecf20cef5ed, status=1, expireTime=2026-03-15T16:04:23.160957100, createTime=2026-03-08T16:04:23.174411500, updateTime=2026-03-08T16:04:23.174411500)
2026-03-08 16:04:23.180 [pool-1-thread-24] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1077, shortCode=2pZXNd7EWnT, longUrl=https://www.load-test--1772957063158-289.com, urlHash=519499f215f4712251999d3be3810d15, status=1, expireTime=2026-03-15T16:04:23.158618300, createTime=2026-03-08T16:04:23.171986300, updateTime=2026-03-08T16:04:23.171986300)
2026-03-08 16:04:23.180 [pool-1-thread-4] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1078, shortCode=2pZXNd8NkU9, longUrl=https://www.load-test--1772957063162-297.com, urlHash=aa76122b3fd7878abb85ae5b903bdfbb, status=1, expireTime=2026-03-15T16:04:23.162211800, createTime=2026-03-08T16:04:23.174411500, updateTime=2026-03-08T16:04:23.174411500)
2026-03-08 16:04:23.180 [pool-1-thread-17] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.180 [pool-1-thread-14] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1079, shortCode=2pZXNd8NkU8, longUrl=https://www.load-test--1772957063162-295.com, urlHash=685553d3978e41efaec8346b702a0a59, status=1, expireTime=2026-03-15T16:04:23.162211800, createTime=2026-03-08T16:04:23.174411500, updateTime=2026-03-08T16:04:23.174411500)
2026-03-08 16:04:23.180 [pool-1-thread-38] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.180 [pool-1-thread-21] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd5o9lm
2026-03-08 16:04:23.180 [pool-1-thread-15] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.181 [pool-1-thread-5] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.182 [pool-1-thread-43] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1082, shortCode=2pZXNd9mxag, longUrl=https://www.load-test--1772957063165-298.com, urlHash=a0252a47a9195aa6b7ef259051d6a2a0, status=1, expireTime=2026-03-15T16:04:23.165498400, createTime=2026-03-08T16:04:23.177704100, updateTime=2026-03-08T16:04:23.177704100)
2026-03-08 16:04:23.182 [pool-1-thread-13] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.183 [pool-1-thread-32] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.183 [pool-1-thread-42] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.183 [pool-1-thread-27] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1083, shortCode=2pZXNd9E8ik, longUrl=https://www.load-test--1772957063165-299.com, urlHash=2c3062fbef5f4d2541a48684e67015d7, status=1, expireTime=2026-03-15T16:04:23.165498400, createTime=2026-03-08T16:04:23.177704100, updateTime=2026-03-08T16:04:23.177704100)
2026-03-08 16:04:23.183 [pool-1-thread-16] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1084, shortCode=2pZXNd9VJqo, longUrl=https://www.load-test--1772957063166-300.com, urlHash=cde3a35a0f7fc8856a8d6288907ba4c9, status=1, expireTime=2026-03-15T16:04:23.166977, createTime=2026-03-08T16:04:23.177704100, updateTime=2026-03-08T16:04:23.177704100)
2026-03-08 16:04:23.185 [pool-1-thread-25] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd5XlBu
2026-03-08 16:04:23.185 [pool-1-thread-37] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd6eWJz
2026-03-08 16:04:23.185 [pool-1-thread-1] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.185 [pool-1-thread-31] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd5o9ln
2026-03-08 16:04:23.186 [pool-1-thread-23] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd6eWJA
2026-03-08 16:04:23.186 [pool-1-thread-35] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd6eWJy
2026-03-08 16:04:23.187 [pool-1-thread-34] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd6wxRC
2026-03-08 16:04:23.187 [pool-1-thread-49] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1087, shortCode=2pZXNdaMwOA, longUrl=https://www.load-test--1772957063168-307.com, urlHash=0abc0e97d4541625e0602be45e1bf4ce, status=1, expireTime=2026-03-15T16:04:23.168990300, createTime=2026-03-08T16:04:23.181861, updateTime=2026-03-08T16:04:23.181861)
2026-03-08 16:04:23.187 [pool-1-thread-8] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1088, shortCode=2pZXNdaMwOB, longUrl=https://www.load-test--1772957063167-303.com, urlHash=4a26749a7ebbbaabc55826b48492a959, status=1, expireTime=2026-03-15T16:04:23.167987600, createTime=2026-03-08T16:04:23.181861, updateTime=2026-03-08T16:04:23.181861)
2026-03-08 16:04:23.187 [pool-1-thread-46] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1086, shortCode=2pZXNdauVGw, longUrl=https://www.load-test--1772957063166-302.com, urlHash=ebaf6dd9ce3c77db870886ee8d65d70f, status=1, expireTime=2026-03-15T16:04:23.166977, createTime=2026-03-08T16:04:23.180843, updateTime=2026-03-08T16:04:23.180843)
2026-03-08 16:04:23.187 [pool-1-thread-33] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1085, shortCode=2pZXNd9VJqp, longUrl=https://www.load-test--1772957063166-301.com, urlHash=8c9f96b67eb7f7ba49a22c59a889603f, status=1, expireTime=2026-03-15T16:04:23.166977, createTime=2026-03-08T16:04:23.179712700, updateTime=2026-03-08T16:04:23.179712700)
2026-03-08 16:04:23.187 [pool-1-thread-47] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.188 [pool-1-thread-44] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd6O8ZH
2026-03-08 16:04:23.188 [pool-1-thread-10] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.188 [pool-1-thread-9] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.188 [pool-1-thread-22] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd6wxRD
2026-03-08 16:04:23.188 [pool-1-thread-11] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd8e8E0
2026-03-08 16:04:23.188 [pool-1-thread-26] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd6O8ZG
2026-03-08 16:04:23.188 [pool-1-thread-29] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.188 [pool-1-thread-20] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd6wxRE
2026-03-08 16:04:23.188 [pool-1-thread-28] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.188 [pool-1-thread-18] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd7EWnU
2026-03-08 16:04:23.188 [pool-1-thread-3] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd7EWnV
2026-03-08 16:04:23.189 [pool-1-thread-6] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd7EWnS
2026-03-08 16:04:23.189 [pool-1-thread-45] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd8e8E1
2026-03-08 16:04:23.190 [pool-1-thread-43] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd9mxag
2026-03-08 16:04:23.190 [pool-1-thread-24] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd7EWnT
2026-03-08 16:04:23.190 [pool-1-thread-14] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd8NkU8
2026-03-08 16:04:23.190 [pool-1-thread-39] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd8vJM4
2026-03-08 16:04:23.190 [pool-1-thread-38] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1094, shortCode=2pZXNdblJ4J, longUrl=https://www.load-test--1772957063168-310.com, urlHash=3e18207e2467062d9521edd67c620e81, status=1, expireTime=2026-03-15T16:04:23.168990300, createTime=2026-03-08T16:04:23.183872400, updateTime=2026-03-08T16:04:23.183872400)
2026-03-08 16:04:23.190 [pool-1-thread-13] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1096, shortCode=2pZXNdbUVkQ, longUrl=https://www.load-test--1772957063170-312.com, urlHash=50826aeb4e055cb6f43b985bfb842ba9, status=1, expireTime=2026-03-15T16:04:23.170988200, createTime=2026-03-08T16:04:23.185251100, updateTime=2026-03-08T16:04:23.185251100)
2026-03-08 16:04:23.190 [pool-1-thread-12] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1089, shortCode=2pZXNdb47WE, longUrl=https://www.load-test--1772957063168-308.com, urlHash=f1abde2817e3a89bf81d993777c5e302, status=1, expireTime=2026-03-15T16:04:23.168990300, createTime=2026-03-08T16:04:23.181861, updateTime=2026-03-08T16:04:23.181861)
2026-03-08 16:04:23.190 [pool-1-thread-30] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1090, shortCode=2pZXNdb47WF, longUrl=https://www.load-test--1772957063167-304.com, urlHash=1e174adb55a74d0ca734c1d55a9dba7e, status=1, expireTime=2026-03-15T16:04:23.167987600, createTime=2026-03-08T16:04:23.182870800, updateTime=2026-03-08T16:04:23.182870800)
2026-03-08 16:04:23.190 [pool-1-thread-17] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1095, shortCode=2pZXNdblJ4I, longUrl=https://www.load-test--1772957063168-309.com, urlHash=c3ac460e3a00a7cca2af3538515513cb, status=1, expireTime=2026-03-15T16:04:23.168990300, createTime=2026-03-08T16:04:23.183872400, updateTime=2026-03-08T16:04:23.183872400)
2026-03-08 16:04:23.190 [pool-1-thread-4] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd8NkU9
2026-03-08 16:04:23.190 [pool-1-thread-15] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1093, shortCode=2pZXNdblJ4K, longUrl=https://www.load-test--1772957063168-306.com, urlHash=74777dcec3440c230ba2a4ec8470fe60, status=1, expireTime=2026-03-15T16:04:23.168990300, createTime=2026-03-08T16:04:23.183872400, updateTime=2026-03-08T16:04:23.183872400)
2026-03-08 16:04:23.190 [pool-1-thread-40] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd8NkUa
2026-03-08 16:04:23.190 [pool-1-thread-5] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1092, shortCode=2pZXNdblJ4L, longUrl=https://www.load-test--1772957063170-311.com, urlHash=1c79b7ae7ba64b54599bbca830ed58d6, status=1, expireTime=2026-03-15T16:04:23.170988200, createTime=2026-03-08T16:04:23.183872400, updateTime=2026-03-08T16:04:23.183872400)
2026-03-08 16:04:23.190 [pool-1-thread-50] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1091, shortCode=2pZXNdaMwOC, longUrl=https://www.load-test--1772957063167-305.com, urlHash=56d3c3c44bed854992dff95419956b40, status=1, expireTime=2026-03-15T16:04:23.168990300, createTime=2026-03-08T16:04:23.181861, updateTime=2026-03-08T16:04:23.181861)
2026-03-08 16:04:23.191 [pool-1-thread-36] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.191 [pool-1-thread-7] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.191 [pool-1-thread-42] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1097, shortCode=2pZXNdbUVkS, longUrl=https://www.load-test--1772957063170-313.com, urlHash=76496d3553e1b990c971d19fe8353ce5, status=1, expireTime=2026-03-15T16:04:23.170988200, createTime=2026-03-08T16:04:23.185251100, updateTime=2026-03-08T16:04:23.185251100)
2026-03-08 16:04:23.192 [pool-1-thread-32] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1098, shortCode=2pZXNdbUVkR, longUrl=https://www.load-test--1772957063170-314.com, urlHash=2b629a75300eaa41ad36c793b302f4c8, status=1, expireTime=2026-03-15T16:04:23.170988200, createTime=2026-03-08T16:04:23.186509400, updateTime=2026-03-08T16:04:23.186509400)
2026-03-08 16:04:23.192 [pool-1-thread-1] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1099, shortCode=2pZXNdcu7AY, longUrl=https://www.load-test--1772957063171-315.com, urlHash=b9f7639e2c64bb7a0c9bb0afe4223c31, status=1, expireTime=2026-03-15T16:04:23.171986300, createTime=2026-03-08T16:04:23.186509400, updateTime=2026-03-08T16:04:23.186509400)
2026-03-08 16:04:23.192 [pool-1-thread-27] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd9E8ik
2026-03-08 16:04:23.194 [pool-1-thread-41] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.194 [pool-1-thread-48] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.194 [pool-1-thread-19] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.194 [pool-1-thread-2] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.194 [pool-1-thread-16] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd9VJqo
2026-03-08 16:04:23.195 [pool-1-thread-47] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=1100, shortCode=2pZXNddkUZa, longUrl=https://www.load-test--1772957063176-316.com, urlHash=49daac9014c23ceb2e47f06426a3e887, status=1, expireTime=2026-03-15T16:04:23.176620100, createTime=2026-03-08T16:04:23.189519800, updateTime=2026-03-08T16:04:23.189519800)
2026-03-08 16:04:23.197 [pool-1-thread-21] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-08 16:04:23.197 [pool-1-thread-49] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNdaMwOA
2026-03-08 16:04:23.197 [pool-1-thread-46] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNdauVGw
2026-03-08 16:04:23.197 [pool-1-thread-33] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2pZXNd9VJqp
