2026-03-09 22:42:06.664 [pool-4-thread-49] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=14231, shortCode=2q257pd9QDm, longUrl=https://www.load-test--1773067326649-922.com, urlHash=ea7ecf0df4c7d4c6643349e4a539a433, status=1, expireTime=2026-03-16T22:42:06.649297400, createTime=2026-03-09T22:42:06.658289200, updateTime=2026-03-09T22:42:06.658289200)
2026-03-09 22:42:07.058 [pool-4-thread-37] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.058 [pool-4-thread-44] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.058 [pool-4-thread-38] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.057 [pool-4-thread-34] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15016, shortCode=2q257r0ZNSM, longUrl=https://www.load-test--1773067327045-1707.com, urlHash=151827e151e0b7c0220f9a24968c3a14, status=1, expireTime=2026-03-16T22:42:07.045776400, createTime=2026-03-09T22:42:07.051141600, updateTime=2026-03-09T22:42:07.051141600)
2026-03-09 22:42:07.058 [pool-4-thread-15] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.059 [pool-4-thread-11] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15023, shortCode=2q257r1hp0R, longUrl=https://www.load-test--1773067327046-1713.com, urlHash=29ff2debe583993eb3a854e191fd6461, status=1, expireTime=2026-03-16T22:42:07.046779400, createTime=2026-03-09T22:42:07.052839100, updateTime=2026-03-09T22:42:07.052839100)
2026-03-09 22:42:07.059 [pool-4-thread-4] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qZRpmA
2026-03-09 22:42:07.059 [pool-4-thread-28] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qZzOet
2026-03-09 22:42:07.059 [pool-4-thread-35] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qZRpmw
2026-03-09 22:42:07.059 [pool-4-thread-10] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qZRpmy
2026-03-09 22:42:07.059 [pool-4-thread-9] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qZRpmz
2026-03-09 22:42:07.060 [pool-4-thread-39] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257qZRpmx
2026-03-09 22:42:07.060 [pool-4-thread-29] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.060 [pool-4-thread-20] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.061 [pool-4-thread-30] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.061 [pool-4-thread-33] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.061 [pool-4-thread-2] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.061 [pool-4-thread-32] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.061 [pool-4-thread-45] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r0ZNSN
2026-03-09 22:42:07.061 [pool-4-thread-23] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r1hp0Q
2026-03-09 22:42:07.061 [pool-4-thread-48] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r0qBCF
2026-03-09 22:42:07.061 [pool-4-thread-14] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.061 [pool-4-thread-22] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r0ZNSP
2026-03-09 22:42:07.061 [pool-4-thread-25] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.061 [pool-4-thread-13] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r0ZNSR
2026-03-09 22:42:07.061 [pool-4-thread-17] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15028, shortCode=2q257r28cp3, longUrl=https://www.load-test--1773067327050-1718.com, urlHash=43a394d33c6bca62cbcdf5721dea362a, status=1, expireTime=2026-03-16T22:42:07.050140800, createTime=2026-03-09T22:42:07.056315900, updateTime=2026-03-09T22:42:07.056315900)
2026-03-09 22:42:07.061 [pool-4-thread-41] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15025, shortCode=2q257r28cp5, longUrl=https://www.load-test--1773067327049-1717.com, urlHash=3b68685f1cddfee97b53ad071b3771f0, status=1, expireTime=2026-03-16T22:42:07.049129900, createTime=2026-03-09T22:42:07.056315900, updateTime=2026-03-09T22:42:07.056315900)
2026-03-09 22:42:07.061 [pool-4-thread-1] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15029, shortCode=2q257r2pNx7, longUrl=https://www.load-test--1773067327052-1722.com, urlHash=55dcb7f1a3e4e30da0153d0da9aaf4df, status=1, expireTime=2026-03-16T22:42:07.052839100, createTime=2026-03-09T22:42:07.056911600, updateTime=2026-03-09T22:42:07.056911600)
2026-03-09 22:42:07.061 [pool-4-thread-19] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15027, shortCode=2q257r28cp6, longUrl=https://www.load-test--1773067327052-1720.com, urlHash=067365596c3f187ae11cfa3c5e25556b, status=1, expireTime=2026-03-16T22:42:07.052839100, createTime=2026-03-09T22:42:07.056315900, updateTime=2026-03-09T22:42:07.056315900)
2026-03-09 22:42:07.061 [pool-4-thread-3] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15026, shortCode=2q257r28cp2, longUrl=https://www.load-test--1773067327049-1716.com, urlHash=6f87c0b998a6427b7a68b8a3354e7e04, status=1, expireTime=2026-03-16T22:42:07.049129900, createTime=2026-03-09T22:42:07.056315900, updateTime=2026-03-09T22:42:07.056315900)
2026-03-09 22:42:07.061 [pool-4-thread-7] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15024, shortCode=2q257r1z08U, longUrl=https://www.load-test--1773067327046-1715.com, urlHash=f4414d3b30c5962a6fb9ee9f1a32e8d4, status=1, expireTime=2026-03-16T22:42:07.046779400, createTime=2026-03-09T22:42:07.055714400, updateTime=2026-03-09T22:42:07.055714400)
2026-03-09 22:42:07.061 [pool-4-thread-27] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15030, shortCode=2q257r28cp4, longUrl=https://www.load-test--1773067327050-1719.com, urlHash=6e52154667500b25c2de3490ef393530, status=1, expireTime=2026-03-16T22:42:07.050140800, createTime=2026-03-09T22:42:07.056911600, updateTime=2026-03-09T22:42:07.056911600)
2026-03-09 22:42:07.061 [pool-4-thread-21] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.062 [pool-4-thread-40] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r0IcKJ
2026-03-09 22:42:07.062 [pool-4-thread-43] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.062 [pool-4-thread-24] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r0IcKI
2026-03-09 22:42:07.062 [pool-4-thread-12] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r0ZNSQ
2026-03-09 22:42:07.062 [pool-4-thread-6] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r0IcKK
2026-03-09 22:42:07.062 [pool-4-thread-42] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r0qBCE
2026-03-09 22:42:07.062 [pool-4-thread-49] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r0IcKL
2026-03-09 22:42:07.062 [pool-4-thread-34] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r0ZNSM
2026-03-09 22:42:07.062 [pool-4-thread-16] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r0ZNSO
2026-03-09 22:42:07.064 [pool-4-thread-47] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15032, shortCode=2q257r2pNx6, longUrl=https://www.load-test--1773067327052-1721.com, urlHash=f6513a07dab83ddd16305f034c0c2657, status=1, expireTime=2026-03-16T22:42:07.052839100, createTime=2026-03-09T22:42:07.057441300, updateTime=2026-03-09T22:42:07.057441300)
2026-03-09 22:42:07.064 [pool-4-thread-36] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15033, shortCode=2q257r2pNx9, longUrl=https://www.load-test--1773067327053-1725.com, urlHash=06eb4d2f07624f3d42818e970c109358, status=1, expireTime=2026-03-16T22:42:07.053585500, createTime=2026-03-09T22:42:07.058000100, updateTime=2026-03-09T22:42:07.058000100)
2026-03-09 22:42:07.064 [pool-4-thread-18] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.064 [pool-4-thread-37] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15036, shortCode=2q257r2YZNe, longUrl=https://www.load-test--1773067327053-1726.com, urlHash=fbeab245410c2de5defd276ac066bd0d, status=1, expireTime=2026-03-16T22:42:07.053585500, createTime=2026-03-09T22:42:07.058622800, updateTime=2026-03-09T22:42:07.058622800)
2026-03-09 22:42:07.064 [pool-4-thread-46] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.064 [pool-4-thread-5] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15031, shortCode=2q257r2pNx8, longUrl=https://www.load-test--1773067327052-1723.com, urlHash=c3fe676486c5cfa0602ad8d069a78a55, status=1, expireTime=2026-03-16T22:42:07.052839100, createTime=2026-03-09T22:42:07.057441300, updateTime=2026-03-09T22:42:07.057441300)
2026-03-09 22:42:07.064 [pool-4-thread-38] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15037, shortCode=2q257r2YZNg, longUrl=https://www.load-test--1773067327053-1729.com, urlHash=6c0c4dba8509def3e945cab0ec4d84b3, status=1, expireTime=2026-03-16T22:42:07.053585500, createTime=2026-03-09T22:42:07.058622800, updateTime=2026-03-09T22:42:07.058622800)
2026-03-09 22:42:07.064 [pool-4-thread-8] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15034, shortCode=2q257r2HoFa, longUrl=https://www.load-test--1773067327053-1724.com, urlHash=dfb04b5ccbf8006e65c1fbed82be19e6, status=1, expireTime=2026-03-16T22:42:07.053585500, createTime=2026-03-09T22:42:07.058000100, updateTime=2026-03-09T22:42:07.058000100)
2026-03-09 22:42:07.064 [pool-4-thread-15] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15038, shortCode=2q257r2YZNh, longUrl=https://www.load-test--1773067327053-1728.com, urlHash=cc29ba0fa39b0c0a8353276057e461ee, status=1, expireTime=2026-03-16T22:42:07.053585500, createTime=2026-03-09T22:42:07.059159400, updateTime=2026-03-09T22:42:07.059159400)
2026-03-09 22:42:07.064 [pool-4-thread-44] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15035, shortCode=2q257r2YZNf, longUrl=https://www.load-test--1773067327053-1727.com, urlHash=5cfd526f3be1cf59754b9f9472f8ad88, status=1, expireTime=2026-03-16T22:42:07.053585500, createTime=2026-03-09T22:42:07.058622800, updateTime=2026-03-09T22:42:07.058622800)
2026-03-09 22:42:07.064 [pool-4-thread-26] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.064 [pool-4-thread-31] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.064 [pool-4-thread-11] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r1hp0R
2026-03-09 22:42:07.065 [pool-4-thread-50] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.066 [pool-4-thread-41] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r28cp5
2026-03-09 22:42:07.066 [pool-4-thread-7] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r1z08U
2026-03-09 22:42:07.066 [pool-4-thread-19] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r28cp6
2026-03-09 22:42:07.066 [pool-4-thread-17] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r28cp3
2026-03-09 22:42:07.066 [pool-4-thread-29] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15039, shortCode=2q257r3yc3m, longUrl=https://www.load-test--1773067327055-1730.com, urlHash=d35e4302030519b4ee184321752480c6, status=1, expireTime=2026-03-16T22:42:07.055177700, createTime=2026-03-09T22:42:07.061325, updateTime=2026-03-09T22:42:07.061325)
2026-03-09 22:42:07.066 [pool-4-thread-20] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15040, shortCode=2q257r3yc3n, longUrl=https://www.load-test--1773067327058-1731.com, urlHash=8c0412fa632769daceaec75142b94447, status=1, expireTime=2026-03-16T22:42:07.058000100, createTime=2026-03-09T22:42:07.061325, updateTime=2026-03-09T22:42:07.061325)
2026-03-09 22:42:07.066 [pool-4-thread-2] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15042, shortCode=2q257r3PNbs, longUrl=https://www.load-test--1773067327058-1734.com, urlHash=7ef2247bb5d9d78c432be399be22e3e4, status=1, expireTime=2026-03-16T22:42:07.058622800, createTime=2026-03-09T22:42:07.061880900, updateTime=2026-03-09T22:42:07.061880900)
2026-03-09 22:42:07.066 [pool-4-thread-30] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15041, shortCode=2q257r3PNbq, longUrl=https://www.load-test--1773067327058-1732.com, urlHash=0da8f3474e85271a5c13d2816a050356, status=1, expireTime=2026-03-16T22:42:07.058000100, createTime=2026-03-09T22:42:07.061880900, updateTime=2026-03-09T22:42:07.061880900)
2026-03-09 22:42:07.066 [pool-4-thread-1] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r2pNx7
2026-03-09 22:42:07.066 [pool-4-thread-3] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r28cp2
2026-03-09 22:42:07.066 [pool-4-thread-27] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r28cp4
2026-03-09 22:42:07.067 [pool-4-thread-4] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.067 [pool-4-thread-28] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.067 [pool-4-thread-10] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.067 [pool-4-thread-35] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.067 [pool-4-thread-9] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.068 [pool-4-thread-39] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.068 [pool-4-thread-45] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.068 [pool-4-thread-25] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15047, shortCode=2q257r3PNbv, longUrl=https://www.load-test--1773067327059-1737.com, urlHash=211452dda02efee18337d806ba820731, status=1, expireTime=2026-03-16T22:42:07.059159400, createTime=2026-03-09T22:42:07.062420100, updateTime=2026-03-09T22:42:07.062420100)
2026-03-09 22:42:07.068 [pool-4-thread-33] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15045, shortCode=2q257r3PNbr, longUrl=https://www.load-test--1773067327058-1733.com, urlHash=46a4cc659cacc6334d868179d4477a3a, status=1, expireTime=2026-03-16T22:42:07.058622800, createTime=2026-03-09T22:42:07.062420100, updateTime=2026-03-09T22:42:07.062420100)
2026-03-09 22:42:07.068 [pool-4-thread-32] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15043, shortCode=2q257r3PNbt, longUrl=https://www.load-test--1773067327058-1735.com, urlHash=55a09b68a01ba3a9cc1a0fe2e6386624, status=1, expireTime=2026-03-16T22:42:07.058622800, createTime=2026-03-09T22:42:07.062420100, updateTime=2026-03-09T22:42:07.062420100)
2026-03-09 22:42:07.068 [pool-4-thread-14] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15044, shortCode=2q257r3PNbu, longUrl=https://www.load-test--1773067327058-1736.com, urlHash=0c946715dccd5ba0365163d58039cc80, status=1, expireTime=2026-03-16T22:42:07.058622800, createTime=2026-03-09T22:42:07.062420100, updateTime=2026-03-09T22:42:07.062420100)
2026-03-09 22:42:07.068 [pool-4-thread-23] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.068 [pool-4-thread-21] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15046, shortCode=2q257r3PNbw, longUrl=https://www.load-test--1773067327059-1739.com, urlHash=909df80aa84dcbb15517e5fd59123381, status=1, expireTime=2026-03-16T22:42:07.059159400, createTime=2026-03-09T22:42:07.062420100, updateTime=2026-03-09T22:42:07.062420100)
2026-03-09 22:42:07.068 [pool-4-thread-43] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15048, shortCode=2q257r47oju, longUrl=https://www.load-test--1773067327059-1738.com, urlHash=c12b971aa2a5011f0fc62746b9348a36, status=1, expireTime=2026-03-16T22:42:07.059159400, createTime=2026-03-09T22:42:07.062980400, updateTime=2026-03-09T22:42:07.062980400)
2026-03-09 22:42:07.068 [pool-4-thread-48] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.068 [pool-4-thread-37] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r2YZNe
2026-03-09 22:42:07.068 [pool-4-thread-22] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.069 [pool-4-thread-13] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.069 [pool-4-thread-40] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.069 [pool-4-thread-38] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r2YZNg
2026-03-09 22:42:07.069 [pool-4-thread-36] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r2pNx9
2026-03-09 22:42:07.069 [pool-4-thread-44] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r2YZNf
2026-03-09 22:42:07.069 [pool-4-thread-47] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r2pNx6
2026-03-09 22:42:07.069 [pool-4-thread-8] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r2HoFa
2026-03-09 22:42:07.069 [pool-4-thread-5] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r2pNx8
2026-03-09 22:42:07.069 [pool-4-thread-15] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r2YZNh
2026-03-09 22:42:07.070 [pool-4-thread-50] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15053, shortCode=2q257r4YbHG, longUrl=https://www.load-test--1773067327060-1744.com, urlHash=e58bf695ecfac52edca53770a0f4ced8, status=1, expireTime=2026-03-16T22:42:07.060249800, createTime=2026-03-09T22:42:07.065193300, updateTime=2026-03-09T22:42:07.065193300)
2026-03-09 22:42:07.070 [pool-4-thread-18] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15049, shortCode=2q257r4GAzC, longUrl=https://www.load-test--1773067327059-1741.com, urlHash=4fbba994e2f39360a124ea74b7da8dae, status=1, expireTime=2026-03-16T22:42:07.059159400, createTime=2026-03-09T22:42:07.064642700, updateTime=2026-03-09T22:42:07.064642700)
2026-03-09 22:42:07.070 [pool-4-thread-46] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15050, shortCode=2q257r4GAzD, longUrl=https://www.load-test--1773067327059-1740.com, urlHash=470b24a23ba221a05d55b0cdba0ff512, status=1, expireTime=2026-03-16T22:42:07.059159400, createTime=2026-03-09T22:42:07.065193300, updateTime=2026-03-09T22:42:07.065193300)
2026-03-09 22:42:07.070 [pool-4-thread-26] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15051, shortCode=2q257r4GAzE, longUrl=https://www.load-test--1773067327059-1742.com, urlHash=465a7ffbae012f06d954d3b1c50e938a, status=1, expireTime=2026-03-16T22:42:07.059699200, createTime=2026-03-09T22:42:07.065193300, updateTime=2026-03-09T22:42:07.065193300)
2026-03-09 22:42:07.070 [pool-4-thread-31] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15052, shortCode=2q257r4GAzF, longUrl=https://www.load-test--1773067327059-1743.com, urlHash=324e6ffb3d5a8036dcfdb240aea2f5d4, status=1, expireTime=2026-03-16T22:42:07.059699200, createTime=2026-03-09T22:42:07.065193300, updateTime=2026-03-09T22:42:07.065193300)
2026-03-09 22:42:07.070 [pool-4-thread-24] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.070 [pool-4-thread-12] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.070 [pool-4-thread-49] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.070 [pool-4-thread-42] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.070 [pool-4-thread-6] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.071 [pool-4-thread-34] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.071 [pool-4-thread-16] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-查询数据库结果：null
2026-03-09 22:42:07.071 [pool-4-thread-20] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r3yc3n
2026-03-09 22:42:07.071 [pool-4-thread-30] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r3PNbq
2026-03-09 22:42:07.071 [pool-4-thread-29] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r3yc3m
2026-03-09 22:42:07.072 [pool-4-thread-2] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r3PNbs
2026-03-09 22:42:07.072 [pool-4-thread-4] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15057, shortCode=2q257r5xnXO, longUrl=https://www.load-test--1773067327064-1745.com, urlHash=59d4ae6d605c5cfda89660db3cbda4c0, status=1, expireTime=2026-03-16T22:42:07.064077900, createTime=2026-03-09T22:42:07.068201800, updateTime=2026-03-09T22:42:07.068201800)
2026-03-09 22:42:07.072 [pool-4-thread-39] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15059, shortCode=2q257r5OZ5S, longUrl=https://www.load-test--1773067327064-1750.com, urlHash=be09ac5fe4416ebc1077d79b64e4e191, status=1, expireTime=2026-03-16T22:42:07.064642700, createTime=2026-03-09T22:42:07.068201800, updateTime=2026-03-09T22:42:07.068201800)
2026-03-09 22:42:07.072 [pool-4-thread-9] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15058, shortCode=2q257r5xnXS, longUrl=https://www.load-test--1773067327064-1749.com, urlHash=aa489c1736a07086eee7489e4de99175, status=1, expireTime=2026-03-16T22:42:07.064642700, createTime=2026-03-09T22:42:07.068201800, updateTime=2026-03-09T22:42:07.068201800)
2026-03-09 22:42:07.072 [pool-4-thread-10] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15056, shortCode=2q257r5xnXQ, longUrl=https://www.load-test--1773067327064-1747.com, urlHash=0adafa37a37f1267754a5a47e136fae9, status=1, expireTime=2026-03-16T22:42:07.064077900, createTime=2026-03-09T22:42:07.068201800, updateTime=2026-03-09T22:42:07.068201800)
2026-03-09 22:42:07.072 [pool-4-thread-28] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15055, shortCode=2q257r5xnXP, longUrl=https://www.load-test--1773067327064-1746.com, urlHash=2e75727c959a64e7fa9f62530feea0c8, status=1, expireTime=2026-03-16T22:42:07.064077900, createTime=2026-03-09T22:42:07.068201800, updateTime=2026-03-09T22:42:07.068201800)
2026-03-09 22:42:07.072 [pool-4-thread-35] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-插入数据库结果：ShortLinkPo(id=15054, shortCode=2q257r5xnXR, longUrl=https://www.load-test--1773067327064-1748.com, urlHash=c5e04d53885e59ec54ed08f4d4899a68, status=1, expireTime=2026-03-16T22:42:07.064077900, createTime=2026-03-09T22:42:07.068201800, updateTime=2026-03-09T22:42:07.068201800)
2026-03-09 22:42:07.073 [pool-4-thread-33] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r3PNbr
2026-03-09 22:42:07.073 [pool-4-thread-14] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r3PNbu
2026-03-09 22:42:07.073 [pool-4-thread-32] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r3PNbt
2026-03-09 22:42:07.073 [pool-4-thread-43] INFO  rj.highlink.service.impl.ShortLinkServiceImpl-写入 Redis 结果：2q257r47oju
